8 1 -0.1512841485931773 1.7000391693383519 50.098990860661 0 0 0
9 1 -0.7109297279890532 0.32801342658982624 50.05069525782198 0 0 0
10 1 0.13525079472544022 -0.8664400578021628 49.9991592938269 0 0 0
11 1 1.6050825218683311 -0.5998465506146344 49.97918929042482 0 0 0
5513 1 8.699773038003672 39.67574940035366 49.706659748222734 0 0 0
31 1 -2.1727180727311213 0.05817252569824927 50.16147520764497 0 0 0
32 1 -1.0557330741769464 2.8154426563468515 50.116071776740704 0 0 0
2680 1 2.213257222635537 39.930137499858404 49.99670981557926 0 0 0
35 1 4.446667909831344 -0.17684206068993102 49.98735778092414 0 0 0
178 1 -3.2990883109436595 7.397244032238124 50.167420590639026 0 0 0
214 1 -0.5844760389413102 39.45251690804328 50.156598028243394 0 0 0
180 1 -5.199454717072138 -0.37030915906928885 50.11645946349578 0 0 0
2703 1 19.88559498794293 -1.3919046761739047 49.86745442374993 0 0 0
182 1 -2.499821162196423 2.526893263645788 50.10426154129335 0 0 0
183 1 -3.050839544591836 1.1919270094301455 50.10205124807955 0 0 0
184 1 -4.4837246881796045 0.9721999845606593 50.03488438469773 0 0 0
185 1 -5.2025360156739575 2.1487964688324954 49.97659163692439 0 0 0
186 1 -5.342506848531567 5.828373181635498 50.046153243669565 0 0 0
187 1 -3.858875160802368 6.085739940268148 50.08244270662547 0 0 0
188 1 -2.8777619875659695 5.034932448950707 50.142246715790364 0 0 0
189 1 -3.3204216679172234 3.6978864243389387 50.1745510240301 0 0 0
190 1 -4.657110688655677 3.4685968070381383 49.908821046092754 0 0 0
205 1 -0.8461292219985808 28.08200460522 50.28360008388879 0 0 0
206 1 -0.35010497660486806 25.63434133660682 50.246196978407156 0 0 0
207 1 0.08464698714768026 26.989325411135475 50.148998341334064 0 0 0
208 1 6.7681019547087455 -1.0544126949834483 50.132243997779526 0 0 0
209 1 5.815116611362184 0.09256127734462982 50.09714518458992 0 0 0
210 1 8.152200326911686 -0.8310268198004239 50.05281467761012 0 0 0
211 1 8.642920204731286 0.45120087580865387 50.01769163430506 0 0 0
620 1 -4.159551088708868 8.487087104005447 50.07851541624775 0 0 0
7606 1 24.76724736499292 8.251090649900144 50.37645783686243 0 0 0
643 1 -1.8049465821907607 25.406311516501567 50.27930391284466 0 0 0
644 1 -4.584149079282326 24.97112013687075 50.34519116120504 0 0 0
645 1 5.306754209194226 30.261346932529822 50.18382781600115 0 0 0
646 1 1.94006435202044 24.708200318786563 50.02614375883903 0 0 0
647 1 0.5057940754226076 24.487331056866076 50.01042412745104 0 0 0
648 1 2.871205469172466 23.602414566634376 50.056096169218 0 0 0
649 1 1.5070006833982115 27.224260631144496 50.13040362998148 0 0 0
650 1 2.366782301631563 26.05143371789987 50.18343552057078 0 0 0
651 1 10.035896025932042 0.7255870087682192 50.03064105049918 0 0 0
653 1 24.09708088907245 -0.5417391831518175 50.078795447753535 0 0 0
654 1 23.196857062574473 0.5369705370074487 49.96273541086374 0 0 0
661 1 -2.004484487026165 39.23029354846784 50.207255479493575 0 0 0
662 1 -4.78745431033446 38.79634743850365 50.208132407967945 0 0 0
667 1 -5.146549081202153 19.903289228146598 50.18704533890643 0 0 0
668 1 -5.288570482927924 16.085021301359646 49.9435723815305 0 0 0
669 1 -4.793922806144875 17.407351131213236 50.06432354790944 0 0 0
670 1 -3.35005311621394 17.632507563817082 50.178530284369124 0 0 0
1367 1 -3.6646753713567253 9.889323573112748 49.90819431826642 0 0 0
1368 1 -1.4395718000466298 5.281891371868532 50.1237530332598 0 0 0
1369 1 -0.5602376710234713 4.177839458057414 50.212453110017705 0 0 0
1370 1 2.380252171016405 8.389633926479567 50.20914890755839 0 0 0
1371 1 13.081970571133722 8.831982007597826 49.87957656701443 0 0 0
1426 1 -2.641347658091478 30.364383773824617 50.124711093939766 0 0 0
1427 1 -3.097053085390123 32.757625146848184 50.216057417384064 0 0 0
1428 1 -3.576599000008267 31.415977148423213 50.161822890810534 0 0 0
1429 1 -4.0333688945905095 33.88851964154605 50.0709401310107 0 0 0
1430 1 -5.4392996790439625 33.67897643859649 50.179663461870575 0 0 0
1437 1 -5.005547742237495 27.459258367037506 50.21788134144005 0 0 0
1438 1 -4.502819088384166 28.7720104876567 50.299691166796215 0 0 0
1439 1 -2.278942235969774 27.880549847281603 50.34125598928296 0 0 0
1440 1 -3.1331076368746626 29.009682373866887 50.28579229918327 0 0 0
1441 1 -2.691353150570043 26.53098811565357 50.326271196958025 0 0 0
1442 1 -4.09622697118121 26.321106939437115 50.34752995094293 0 0 0
1443 1 -4.144820231698871 22.514895006585895 50.2033128867126 0 0 0
1444 1 -2.3096477406700333 24.071504626912805 50.29264441264167 0 0 0
1445 1 -3.7054251790222352 23.878072517351193 50.324795026828916 0 0 0
1446 1 6.228978205870709 29.19528116140163 50.0194090912989 0 0 0
1447 1 8.544152684031646 28.325999241534348 49.99804335599292 0 0 0
1448 1 7.64535026220417 29.46190108329655 50.00690800590403 0 0 0
1449 1 8.05937418556989 26.974753018072523 49.88210962085567 0 0 0
1450 1 4.693530093519849 21.381427790901064 50.129592336755294 0 0 0
1451 1 8.28197766153103 16.847187584724228 50.17465636498544 0 0 0
1452 1 18.491217221320227 2.111591602448838 49.59063032535483 0 0 0
1463 1 21.99168312211686 33.236940249384865 49.89486801682316 0 0 0
1477 1 -5.42566890053099 29.876187189929755 50.21220000979834 0 0 0
1478 1 -4.967626302816147 31.190868474190555 50.20430371394622 0 0 0
1479 1 -0.7234671385483793 14.216653843137971 49.96383929423303 0 0 0
1480 1 -2.475525261378968 16.44969536093736 50.14053584717308 0 0 0
1481 1 2.4175154390543003 22.246277099110458 50.03537176711501 0 0 0
